V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0583,-4.9975,-14.835,-14.985,233.49,43.828,-3.8105,7.7951,0.046438,21.102,12.58,3.9625,3.2166,5.1637,1.2741,22.082,16.906,5.8256,50.271
1.045,1.07,1.0562,-4.6033,-13.447,-14.492,215.19,29.837,-3.0544,6.6609,-0.67114,37.943,7.2135,4.644,4.8633,5.3229,1.013,11.607,13.596,5.8398,43.567
1.045,1.07,1.0629,-3.6657,-10.389,-10.763,172.28,14.487,-4.2106,7.6358,1.5332,19.991,7.806,6.1407,2.2952,6.3768,1.3963,7.3837,9.589,3.3506,41.016
1.045,1.07,1.0593,-4.8338,-13.756,-14.028,225.56,49.371,-4.7463,6.8955,-0.18362,24.917,4.049,5.1772,4.0183,7.8755,1.5532,14.144,14.657,4.4474,47.471
1.045,1.07,1.0539,-5.3416,-14.994,-16.191,248.66,57.222,-6.2428,7.8395,0.35095,38.278,8.0371,5.9554,3.5961,5.262,0.95354,12.988,12.946,4.4139,36.956
1.045,1.07,1.0598,-4.859,-13.738,-13.354,227.1,52.94,-2.6704,12.454,-0.59409,12.762,7.4347,7.1961,3.2162,7.5357,1.4728,18.298,13.111,3.8522,42.749
1.045,1.07,1.0564,-4.8265,-13.832,-14.359,225.42,42.877,-3.3437,8.9507,0.59011,24.605,9.3155,4.6617,5.2407,7.6901,1.9995,10.319,16.004,7.2866,50.34
1.045,1.07,1.0534,-5.5708,-15.624,-16.356,258.72,71.999,-3.3856,4.1394,-1.4499,28.527,9.4236,4.6683,3.6061,4.5642,2.3277,16.407,18.005,6.6557,48.563
1.045,1.07,1.0496,-5.8499,-17.131,-17.776,272.25,64.414,-4.0456,8.4361,-0.26317,36.763,9.3599,7.4839,4.5669,6.19,2.3818,23.625,14.183,6.8459,35.011
1.045,1.07,1.0548,-4.9895,-14.997,-15.463,233.34,35.799,-3.1903,9.394,0.67132,28.988,10.101,6.403,3.2493,8.1676,1.7241,17.035,19.189,5.5705,55.011
1.045,1.07,1.0518,-5.0834,-14.486,-14.926,236.89,54.298,-3.4836,6.9776,-0.41125,24.406,7.5973,8.7892,4.8323,7.4196,1.7979,11.354,19.287,7.5076,56.184
1.045,1.07,1.0636,-4.6149,-13.266,-13.681,215.79,38.056,-4.0243,8.1902,0.79887,24.446,7.8134,2.3512,2.9491,5.7334,1.157,16.041,12.941,2.1794,44.225
1.045,1.07,1.0592,-3.9868,-11.722,-11.799,187.24,19.006,-2.0428,8.6106,-0.086835,19.7,8.6016,9.3234,3.6212,7.9738,1.5356,11.224,12.197,3.2205,46.345
1.045,1.07,1.0575,-4.9099,-13.362,-14.334,228.56,55.803,-6.6388,5.8843,0.76538,24.526,5.9461,4.8969,5.0064,3.1763,0.15491,5.8811,21.311,4.3659,67.372
1.045,1.07,1.0611,-4.1568,-11.681,-11.769,194.46,34.477,-2.3675,6.0669,1.4448,13.748,8.3176,6.2885,3.6355,6.1031,2.0933,10.33,13.33,4.0653,50.709
1.045,1.07,1.0577,-5.3465,-15.204,-16.176,249.03,55.526,-4.213,8.2084,0.8653,34.4,8.7212,3.6781,3.2158,5.2694,1.5107,16.286,14.353,2.3213,40.982
1.045,1.07,1.0593,-4.531,-12.547,-12.89,211.71,43.87,-3.7052,9.504,-0.88133,21.931,5.765,6.2102,4.8206,3.7578,1.2262,12.507,12.026,4.4031,42.466
1.045,1.07,1.0532,-4.9415,-13.701,-15.022,230.02,50.035,-5.7214,4.8732,0.56495,39.012,8.7978,7.711,1.1479,5.6573,2.184,9.9146,9.7913,4.5969,30.386
1.045,1.07,1.0627,-4.3925,-12.307,-12.771,205.18,39.367,-2.8969,5.6908,-0.45123,22.72,7.3522,4.0572,4.2514,5.0076,1.5777,11.575,11.811,2.0631,42.973
1.045,1.07,1.0562,-5.0137,-14.57,-14.966,233.89,48.37,-4.1613,6.3067,0.47518,24.351,10.408,6.6933,3.7524,7.473,0.98727,15.614,16.409,4.5969,49.344
1.045,1.07,1.0571,-4.818,-14.348,-14.611,225.23,37.853,-3.4084,7.1064,0.18117,27.233,6.5597,5.819,3.2252,9.3439,1.6935,16.23,17.585,5.4924,53.826
1.045,1.07,1.0541,-4.4594,-12.656,-12.773,208.54,39.943,-4.3236,8.4793,-1.7102,16.807,13.282,10.785,0.65637,6.961,1.7711,12.261,13.572,6.8362,46.384
1.045,1.07,1.0585,-5.0575,-13.413,-14,235.45,65.218,-3.4711,11.041,0.095262,23.106,5.6513,3.7837,3.6237,8.0114,1.9008,6.3152,11.72,5.7656,37.544
1.045,1.07,1.0611,-4.6939,-13.169,-13.036,219.24,50.528,-3.9891,9.0597,-0.060154,14.318,7.9256,5.2382,2.1298,6.2037,1.6872,17.087,12.849,4.5441,43.765
1.045,1.07,1.0551,-5.3037,-13.806,-14.089,245.98,84.833,-2.4055,5.7059,-0.32709,16.011,6.7144,7.9446,3.3989,6.0346,1.1997,9.8791,11.818,5.2079,35.806
1.045,1.07,1.0543,-4.7,-13.801,-14.778,220.07,27.857,-4.4673,11.361,-0.73906,34.322,10.77,7.3644,3.1638,5.6157,2.2882,11.385,17.027,4.7812,52.411
1.045,1.07,1.0591,-4.4684,-11.99,-12.096,208.41,52.477,-3.4031,7.2625,-0.053869,14.484,6.2609,6.9335,4.5935,2.0513,0.3679,13.177,10.002,5.4918,36.472
1.045,1.07,1.0543,-5.8677,-17.121,-18.522,272.95,60.113,-6.8065,6.549,0.94371,46.779,7.3986,3.2072,4.3055,4.3651,1.8264,20.873,16.581,2.3499,40.851
1.045,1.07,1.0588,-4.5987,-12.92,-13.157,214.89,43.817,-3.416,9.2011,-0.33344,20.533,5.6906,6.177,2.1351,8.7102,1.7786,9.7029,16.608,4.9864,56.504
1.045,1.07,1.0544,-5.4851,-15.621,-16.438,255.57,57.908,-4.9106,10.747,1.928,34.745,8.4195,4.8265,4.838,9.8174,1.4406,13.462,10.888,5.9985,30.211
1.045,1.07,1.0505,-5.2655,-16.17,-17.289,245.7,35.746,-5.3219,3.9158,1.0591,43.492,8.1643,7.3032,2.265,8.4721,1.2865,17.378,22.957,5.0735,57.783
1.045,1.07,1.0549,-5.1198,-14.651,-15.002,238.28,59.098,-5.2934,2.6381,-0.31416,23.016,3.4649,7.3678,3.9884,6.7644,1.8639,13.372,24.759,5.1242,70.668
1.045,1.07,1.0564,-4.3546,-11.991,-12.557,203.44,38.439,-2.4226,7.9352,0.46341,20.186,8.6374,8.6866,3.1704,4.3292,1.8062,7.1109,15.391,4.5785,54.953
1.045,1.07,1.059,-4.576,-13.535,-13.503,214.27,34.573,-4.0394,8.56,0.60713,19.161,8.9527,6.8168,3.0706,7.3792,1.552,17.859,15.284,4.5884,50.626
1.045,1.07,1.0591,-4.6626,-12.767,-13.182,217.08,54.156,-3.8443,3.2401,1.8142,18.234,7.8969,6.8414,3.5771,3.5079,1.2204,12.766,12.871,2.9645,44.163
1.045,1.07,1.0604,-4.3806,-12.476,-13.041,204.69,35.597,-4.6669,4.5887,-0.024481,30.677,5.2834,4.9523,4.3006,6.8028,1.2717,12.808,6.883,4.1923,24.853
1.045,1.07,1.0554,-4.4269,-13.024,-13.722,207.36,24.944,-2.3928,8.8262,-0.97519,25.566,13.553,6.7192,2.8874,5.5198,0.83054,10.218,18.583,6.2881,59.738
1.045,1.07,1.0545,-4.3123,-11.893,-12.983,201.41,33.018,-2.74,6.783,0.0039187,30.844,6.1128,8.6372,3.6146,1.4394,1.6776,6.7412,15.221,4.7861,53.305
1.045,1.07,1.0594,-4.9802,-13.277,-13.491,231.72,68.893,-4.4952,7.6952,-1.623,15.502,9.2162,4.0939,1.7432,7.5589,1.1516,9.9017,12.442,6.2438,40.575
1.045,1.07,1.0525,-5.0514,-14.764,-15.468,235.85,42.565,-1.4578,9.5429,-1.3227,33.649,11.136,8.9056,5.3489,7.0895,1.1677,14.922,12.129,4.4456,35.455
1.045,1.07,1.0582,-4.5711,-12.825,-13.267,213.24,44.595,-2.0805,5.1481,0.35291,22.108,5.5169,7.2053,1.7376,5.9411,1.3096,10.947,18.144,3.1536,61.296
1.045,1.07,1.0578,-4.9796,-14.248,-15.155,231.99,49.118,-4.5295,3.8974,-1.3903,29.048,14.516,5.3516,4.5486,8.6651,1.7529,8.9482,14.163,1.9069,43.406
1.045,1.07,1.058,-4.5121,-12.53,-13.101,210.81,40.316,-2.999,9.0132,0.79504,21.34,7.4809,4.8276,3.0179,3.9346,1.4236,9.4975,16.953,6.5817,58.212
1.045,1.07,1.0598,-4.4786,-13.189,-13.891,209.47,29.08,-3.5381,5.1991,-0.0762,33.963,6.7806,1.7511,3.8248,7.7619,2.2744,13.499,11.152,6.8933,37.638
1.045,1.07,1.0564,-4.8197,-13.62,-14.671,224.8,43.18,-4.7255,6.6423,0.25163,26.418,11.65,2.7635,3.1942,7.0085,1.45,4.2966,22.201,7.29,67.314
1.045,1.07,1.0579,-4.7708,-13.312,-13.72,222.63,49.155,-5.4102,8.3013,1.0372,21.904,9.1788,6.8496,4.8404,4.9478,0.39156,13.559,10.282,4.5124,34.289
1.045,1.07,1.0591,-5.0785,-14.005,-14.874,236.48,57.069,-3.7703,7.657,0.33052,25.664,9.7282,3.7681,3.5062,4.7836,1.7831,10.283,16.553,2.3771,51.127
1.045,1.07,1.0599,-4.7398,-13.128,-13.402,221.09,51.888,-4.5297,7.5309,0.80465,22.569,7.6252,5.1874,1.3163,6.2506,1.1418,16.164,7.6601,4.7253,26.046
1.045,1.07,1.057,-4.498,-12.628,-13.435,209.95,38.325,-2.2075,5.6949,0.39097,21.087,13.164,4.906,4.6233,2.6139,1.7979,8.2254,17.362,6.0094,58.32
1.045,1.07,1.0539,-5.4011,-15.396,-15.908,251.45,61.15,-4.5978,7.3372,2.2926,27.427,9.5449,5.9176,5.098,5.8674,2.178,18.563,11.68,6.8302,32.932
1.045,1.07,1.0566,-5.3514,-14.032,-14.496,248.38,82.294,-3.7637,7.2296,-2.1328,20.725,6.2092,5.5587,2.4408,6.61,1.76,9.3677,13.492,5.3317,40.487
1.045,1.07,1.059,-4.5431,-12.714,-12.959,212.25,44.54,-4.9925,7.941,-1.2374,22.856,4.0429,7.2213,3.3059,6.7917,2.4292,11.794,13.685,4.0747,47.84
1.045,1.07,1.0461,-5.8874,-16.965,-18.204,273.53,66.632,-4.9184,5.7242,0.41845,37.618,10.119,9.4857,3.8868,4.5247,1.5933,15.348,23.84,5.7313,56.344
1.045,1.07,1.0533,-5.0218,-14.435,-14.778,234.45,49.051,-5.1883,9.8657,-0.60071,24.54,10.698,11.093,4.5799,9.0215,1.6243,12.58,14.033,3.739,42.52
1.045,1.07,1.0521,-5.3629,-14.662,-15.951,249.37,62.539,-4.0953,8.5355,0.9065,32.748,11.967,6.8073,2.9113,5.0891,2.8584,8.2534,14.151,4.96,40.361
1.045,1.07,1.0495,-5.1131,-14.718,-15.686,238.5,44.939,-2.8004,9.3036,1.2636,31.805,11.144,7.6824,4.827,6.5892,1.6189,9.8791,17.517,8.9057,49.261
1.045,1.07,1.0577,-4.9015,-13.996,-15.05,228.61,42.728,-2.3888,6.8485,0.049392,37.269,7.1945,4.4586,4.2781,3.6478,1.8412,15.064,11.493,2.5612,35.821
1.045,1.07,1.0599,-4.7242,-13.578,-13.901,221.02,39.693,-3.7,11.402,-0.89756,23.778,13.459,4.546,4.5638,7.5213,0.80781,15.014,7.2731,4.5298,24.183
1.045,1.07,1.0549,-5.5148,-15.715,-15.971,256.79,65.541,-3.367,9.2495,0.70057,26.046,7.3783,4.4305,4.9951,5.5248,1.9967,21.632,12.608,7.8013,34.816
1.045,1.07,1.0508,-5.7058,-16.581,-17.71,265.41,59.699,-2.5531,6.6379,-0.28579,38.08,12.107,5.2896,4.6099,5.874,1.3663,16.687,17.789,5.8369,44.672
1.045,1.07,1.0505,-5.0945,-14.656,-15.451,237.29,50.491,-1.5769,5.3478,-1.2605,37.646,6.182,10.085,2.791,7.892,1.9981,14.415,12.751,5.345,37.034
1.045,1.07,1.0545,-4.6398,-12.884,-14.053,216.43,40.152,-1.7628,7.262,-0.26993,34.816,5.4417,7.0871,4.9597,5.7938,1.3851,4.2419,15.086,4.7105,49.377
1.045,1.07,1.0568,-5.1702,-14.906,-15.188,241.03,55.01,-3.0988,7.3696,-0.64268,22.917,11.831,6.6529,2.8498,8.5676,1.6287,16.532,15.168,3.4379,44.705
1.045,1.07,1.0554,-4.6376,-12.468,-13.474,215.86,51.627,-4.4213,4.3323,-0.99506,28.633,7.753,7.8001,3.1303,7.4583,2.1259,1.9938,13.019,4.4927,44.338
1.045,1.07,1.058,-4.3757,-12.997,-14.012,204.86,20.635,-3.6099,5.6393,1.11,34.914,10.398,4.2137,3.2434,5.0227,2.127,12.818,13.18,4.7447,43.958
1.045,1.07,1.0593,-4.7228,-13.123,-13.411,220.06,53.964,-4.7281,4.2622,-0.63723,15.97,15.554,5.0623,4.3706,0.30868,0.855,19.218,7.7515,5.1893,26.173
1.045,1.07,1.0633,-3.869,-11.076,-10.656,181.43,28.948,-3.1218,5.31,-0.54895,9.0746,7.2245,4.575,2.6202,4.1646,2.1696,17.024,11.559,6.8517,46.791
1.045,1.07,1.0588,-4.7993,-13.873,-14.558,223.94,41.976,-2.7684,5.225,0.25882,29.308,8.1915,5.1618,4.3636,7.8397,1.866,11.854,15.255,2.278,48.472
1.045,1.07,1.0504,-5.7248,-16.166,-17.675,265.67,68.047,-3.757,2.9637,-1.0719,42.221,9.1983,6.0366,2.464,3.9484,1.9389,14.096,19.455,4.1681,49.241
1.045,1.07,1.0537,-4.426,-13.479,-14.035,207.58,18.909,-2.4561,8.4928,-1.0921,29.715,11.907,9.9162,2.47,6.8486,1.3751,14.354,17.7,4.6439,55.19
1.045,1.07,1.0577,-4.5419,-13.432,-13.61,212.62,32.709,-4.7418,7.6137,0.21446,23.804,7.1164,6.2447,3.0188,6.1642,2.2614,17.511,15.778,6.3192,51.943
1.045,1.07,1.0571,-4.5925,-14.15,-14.582,215.17,22.839,-2.6428,6.5992,-0.054474,29.588,9.0658,5.9658,2.0054,6.4407,1.5853,19.159,20.447,4.4602,61.64
1.045,1.07,1.0517,-5.4173,-15.61,-16.811,252.53,50.321,-3.858,10.505,-0.4941,38.37,9.9865,7.8641,5.0245,6.9138,1.6404,10.959,18.304,3.1242,49.245
1.045,1.07,1.0562,-4.982,-14.893,-16.074,232.83,31.904,-3.3999,8.0111,-0.90125,42.918,12.146,6.8698,2.3123,7.3417,1.9275,16.165,12.44,-0.35245,36.049
1.045,1.07,1.0567,-4.9351,-13.436,-14.567,229.6,55.317,-4.9382,5.1161,1.2243,30.621,8.8479,4.9607,2.4123,5.1913,1.2493,7.8204,12.858,4.3882,41.002
1.045,1.07,1.0557,-4.8132,-13.919,-14.835,224.6,39.679,-4.1961,5.4588,1.0609,30.057,12.532,6.1261,5.5976,6.0176,1.9666,11.025,13.443,4.4546,41.93
1.045,1.07,1.0582,-5.2531,-15.665,-15.939,245.41,46.016,-1.9002,10.504,-1.5666,31.458,9.9597,3.27,3.001,9.8245,0.75992,21.661,12.715,4.8079,36.021
1.045,1.07,1.0538,-5.181,-14.308,-15.686,241.05,55.916,-5.0104,6.7061,-0.0011302,36.035,12.988,6.1035,3.8402,6.2018,1.9226,7.367,10.67,4.1486,31.609
1.045,1.07,1.0536,-5.4608,-15.383,-16.816,254.04,57.552,-4.2031,7.3436,0.80762,41.844,7.0803,3.6495,3.5718,6.6573,1.4969,10.33,16.045,5.1628,43.831
1.045,1.07,1.0598,-4.4004,-13.434,-13.433,206.53,22.408,-3.0117,8.9526,-0.30476,26.872,7.8758,5.7808,2.8648,7.2047,1.51,22.382,10.212,5.0125,34.57
1.045,1.07,1.0568,-5.0736,-14.603,-15.386,236.76,46.575,-5.5466,8.733,0.53794,31.774,10.757,4.8226,3.089,6.9273,1.5186,15.033,12.465,4.7188,37.535
1.045,1.07,1.0561,-4.9925,-13.663,-14.268,232.29,60.989,-3.3112,5.6487,-0.83377,27.119,6.7109,7.0957,5.8207,8.1616,2.3076,8.4916,9.7723,4.2806,31.056
1.045,1.07,1.0615,-4.2378,-12.923,-12.837,198.87,21.894,-4.6155,6.0204,0.44095,17.549,10.058,5.6516,3.4158,5.2702,1.6086,20.103,16.566,4.0184,57.475
1.045,1.07,1.0582,-4.7927,-13.103,-13.744,223.28,54.466,-4.0415,6.5389,-1.6066,23.763,8.6847,4.9723,2.5905,5.6894,1.2591,9.1627,14.409,4.9556,47.738
1.045,1.07,1.0549,-5.3751,-14.862,-15.143,249.96,71.029,-3.8044,7.269,0.28401,23.58,10.369,8.2253,1.8369,9.2242,2.4679,16.157,7.9356,4.2621,23.181
1.045,1.07,1.0571,-5.0216,-13.582,-14.307,233.46,64.075,-2.8683,5.1227,-1.5211,24.791,11.903,4.5298,1.1918,7.4551,2.8329,9.2434,10.619,5.3538,33.613
1.045,1.07,1.0587,-5.2488,-15.527,-15.574,245.07,50.52,-2.1599,9.6775,-0.32319,27.694,8.6663,3.7765,3.2003,7.4482,1.4443,25.829,10.54,4.9009,30.334
1.045,1.07,1.054,-4.9195,-13.271,-14.537,228.59,57.852,-4.3341,2.9647,0.13097,33.4,11.177,6.698,3.0974,5.5052,1.6778,6.4782,7.8864,5.2215,25.114
1.045,1.07,1.0594,-4.8994,-14.3,-14.87,228.27,47.377,-5.0345,0.73271,1.1136,26.791,9.0414,2.6314,2.2634,4.4526,2.0305,19.329,16.882,4.9289,51.927
1.045,1.07,1.0585,-4.412,-12.495,-13.03,206.15,36.401,-5.0084,5.6248,1.9074,22.171,8.2668,4.6677,1.5732,7.5047,1.8169,8.7279,15.897,7.0672,55.382
1.045,1.07,1.0562,-5.0967,-14.281,-14.466,237.42,60.466,-3.0809,7.6593,-0.16434,17.309,12.885,5.042,5.1007,6.378,1.5692,14.898,11.88,7.736,36.347
1.045,1.07,1.052,-4.993,-15.097,-16.087,233.29,31.818,-4.3788,6.4394,1.589,40.962,6.7052,8.838,3.1435,8.3187,1.3604,15.25,18.337,3.8885,51.108
1.045,1.07,1.0596,-5.2693,-14.384,-14.8,245.09,70.125,-5.3867,7.2769,-0.24271,18.003,9.0283,3.067,4.9857,4.1921,1.9084,13.5,16.382,4.3701,49.36
1.045,1.07,1.0549,-5.229,-15.201,-16.538,243.77,44.419,-5.4164,6.9152,1.0676,42.497,12.852,4.4848,3.0237,7.7197,2.1151,14.056,9.6271,3.7193,27.257
1.045,1.07,1.0572,-4.5618,-13.124,-12.847,213.01,45.859,-0.063292,5.3859,-1.126,14.403,7.7268,8.0085,3.8067,4.6128,1.487,19.474,14.1,6.0459,47.319
1.045,1.07,1.0546,-5.7184,-15.912,-16.483,265.83,74.386,-2.3556,9.5762,-0.042357,30.196,8.8859,5.1706,3.6567,5.8433,2.0925,19.767,9.5327,4.9281,25.628
1.045,1.07,1.0577,-4.7003,-13.393,-13.473,219.46,46.644,-2.6346,7.1832,0.12378,13.764,12.421,5.8448,3.4913,7.8543,1.7788,11.757,16.881,6.5383,55.059
1.045,1.07,1.0524,-5.2333,-15.212,-16.424,243.6,49.29,-4.5117,3.1402,0.4293,39.807,8.2252,6.5927,4.3498,6.0221,1.3565,13.441,17.114,4.5756,47.439
1.045,1.07,1.0546,-4.3948,-12.958,-13.725,205.55,26.957,-4.3517,4.2671,-0.36206,30.275,9.3389,6.449,3.5234,1.7184,1.4566,15.573,16.136,7.9826,52.284
1.045,1.07,1.0503,-5.3917,-15.204,-15.812,250.78,64.508,-4.1495,6.2208,-0.044362,34.496,4.2647,10.183,3.7469,7.3918,1.3397,16.468,11.293,6.2684,31.783
1.045,1.07,1.0612,-4.4596,-13.224,-13.498,209.15,26.907,-5.3155,10.344,-0.62314,19.086,9.6278,4.3647,4.8606,5.8929,1.0459,12.421,22.195,3.6054,72.944
1.045,1.07,1.0541,-5.4005,-15.601,-16.623,251.33,55.768,-4.4718,4.8163,0.11379,38.181,8.4748,6.6613,4.4121,6.0564,1.0708,16.623,14.376,2.5071,39.581
1.045,1.07,1.0616,-4.4083,-12.344,-13.377,206.27,30.755,-5.612,9.672,0.62876,32.96,10.92,2.4545,3.1726,7.3136,1.6267,7.5767,5.441,3.6655,19.643
1.045,1.07,1.0572,-5.1569,-14.839,-15.307,240.59,51.84,-3.2116,9.4685,-1.6375,26.754,5.8925,5.1555,2.934,4.3803,1.1331,17.429,22.004,3.7457,63.646
1.045,1.07,1.0568,-5.0453,-14.644,-16.114,235.21,40.261,-5.1143,5.0072,1.0114,44.007,9.0063,3.9969,3.6404,7.4696,1.7066,10.824,13.228,1.7989,38.824
1.045,1.07,1.0544,-5.4211,-15.217,-16.449,252.09,60.362,-4.3002,6.0572,0.91145,40.506,9.3461,3.9234,2.7423,9.2987,1.8546,11.478,8.8967,5.3473,24.996
1.045,1.07,1.0549,-4.9746,-13.641,-13.863,231.52,62.854,-4.1601,5.8758,1.1699,22.092,6.0348,8.794,1.6842,6.8293,2.7049,15.373,9.2097,5.98,29.417
1.045,1.07,1.0528,-4.7515,-13.548,-14.427,221.34,44.946,-4.5525,1.9953,0.36499,30.644,10.513,7.6375,4.3498,3.8769,1.2468,12.983,12.175,7.4339,38.436
1.045,1.07,1.0521,-4.9659,-14.228,-15.726,231.49,39.752,-2.9917,6.2168,1.1243,38.535,13.521,5.5788,3.7567,4.9426,0.61459,8.5958,14.577,6.2465,42.504
1.045,1.07,1.0488,-5.4431,-15.326,-16.849,253.01,57.398,-3.6361,5.572,2.2508,41.078,10.596,6.8846,2.5147,5.2659,1.8038,11.143,14.424,7.1709,38.669
1.045,1.07,1.0621,-5.0558,-15.189,-14.936,236.1,47.881,-2.4792,5.6409,0.2823,16.986,11.027,1.875,3.0251,7.4117,1.4418,25.611,17.095,4.2464,50.436
1.045,1.07,1.0552,-4.8124,-13.7,-14.108,224.63,45.553,-2.2498,8.3091,0.88895,21.197,12.924,6.5114,3.6943,6.0365,1.6963,13.598,12.703,7.1041,40.415
1.045,1.07,1.0626,-5.3059,-13.924,-13.612,246.83,85.206,-7.8344,11.478,-3.2927,9.554,6.9601,4.3038,2.5556,8.2059,0.91065,14.211,10.07,3.6777,31.403
1.045,1.07,1.053,-5.2272,-14.887,-15.986,243.54,51.715,-5.4967,7.6658,-0.46095,30.776,11.683,4.9932,4.7826,7.4145,1.7521,6.6912,21.447,6.8913,59.889
1.045,1.07,1.0555,-5.2534,-14.683,-15.786,244.61,56.244,-4.1815,8.3768,-0.25376,34.067,9.0402,3.1109,3.058,6.8418,1.5734,9.7739,15.709,6.218,45.651
1.045,1.07,1.0511,-4.4887,-12.06,-13.78,209.2,38.56,-3.7187,6.4453,-1.5561,36.062,12.477,7.4818,2.8239,2.4351,2.0652,-0.51119,14.044,7.4611,45.913
1.045,1.07,1.0526,-5.2785,-15.758,-16.966,246.34,39.35,-4.0747,7.9441,0.20035,39.1,8.465,5.4486,3.3337,8.2308,1.0754,11.1,26.324,4.3146,67.499
1.045,1.07,1.0523,-5.4727,-15.281,-16.093,254.57,64.949,-3.4029,8.46,1.0141,34.536,4.9549,8.084,2.747,7.6581,1.9235,14.065,13.373,4.6745,37.277
1.045,1.07,1.0588,-4.9517,-14.87,-14.839,231.15,45.164,-4.3238,3.4631,0.72654,18.297,10.37,4.44,3.081,7.3335,1.7441,21.19,20.803,5.2475,61.13
1.045,1.07,1.0536,-4.9405,-13.452,-15.401,230.13,42.949,-0.28568,9.8263,1.5972,49.873,6.7549,5.0589,1.5512,5.0379,1.8132,5.5242,6.8619,3.1623,20.948
1.045,1.07,1.0621,-4.5134,-12.73,-13.164,211.08,38.592,-5.97,8.9339,1.0831,19.847,9.0508,2.8107,3.5251,6.007,1.2652,10.703,14.926,4.827,52.472
1.045,1.07,1.0538,-5.2507,-15.119,-15.969,244.46,53.732,-2.5209,5.159,0.18481,30.765,9.4012,5.5808,1.9695,4.632,0.92092,16.1,20.54,5.2986,57.177
1.045,1.07,1.0571,-5.0238,-14.135,-15.584,233.89,48.418,-5.0367,4.4232,-0.44963,43.08,11.785,2.9426,1.5337,9.1162,1.781,9.1755,6.2458,3.7594,19.063
1.045,1.07,1.0567,-5.089,-14.228,-15.292,237.17,51.002,-2.4435,9.2728,-0.56143,32.911,10.337,5.1238,2.156,5.1112,2.1552,11.631,14.391,2.4912,43.508
1.045,1.07,1.052,-6.106,-17.235,-18.448,283.77,74.824,-4.5395,10.967,-2.3259,37.517,9.1165,3.5974,1.2294,6.0336,1.7598,14.755,25.101,4.6492,59.273
1.045,1.07,1.0492,-5.9203,-16.656,-18.398,275.07,66.346,-4.5597,9.0116,0.79843,45.383,11.712,6.2657,3.2749,2.3289,1.9087,15.417,15.52,3.7274,38.027
1.045,1.07,1.0571,-4.433,-12.142,-12.701,207.22,40.064,-5.7338,10.061,1.3049,19.415,8.3284,6.5907,1.417,6.1379,0.89638,5.8148,16.56,7.0354,58.403
1.045,1.07,1.0569,-4.2863,-12.751,-13.819,201,16.62,-6.56,7.6188,-0.95118,32.343,13.755,6.2435,1.537,4.3084,2.5508,10.618,17.492,4.2921,57.572
1.045,1.07,1.0553,-4.6723,-13.98,-14.431,218.47,32.196,-1.5114,6.0358,-0.48397,28.363,11.577,7.359,4.4984,6.5846,0.68553,16.805,13.704,5.3,42.79
1.045,1.07,1.0522,-5.1023,-14.628,-15.59,237.83,48.258,-4.9276,7.0112,0.15405,32.672,9.2928,7.3464,4.1304,6.9513,2.1365,10.171,18.041,6.2807,52.086
1.045,1.07,1.0557,-4.9724,-14.25,-14.299,231.9,53.386,-3.1773,6.9464,0.25156,19.07,12.073,7.6447,3.6963,5.7991,2.2971,19.73,10.478,6.0756,32.515
1.045,1.07,1.0526,-4.8725,-14.666,-15.69,227.51,32.268,-4.8478,3.646,1.0961,41.748,8.6996,7.7106,3.5727,10.014,1.4134,13.43,12.97,5.4043,37.788
1.045,1.07,1.0552,-5.2106,-14.665,-15.644,242.43,57.972,-5.7771,4.5918,-0.1905,38.608,5.0509,6.877,4.8983,5.2812,0.88316,15.458,9.3093,3.1765,27.596
1.045,1.07,1.0557,-5.2883,-15.385,-15.912,246.53,53.061,-3.6599,7.5701,0.36541,31.877,6.6348,6.5735,5.0446,6.5908,1.6549,19.083,14.33,3.2856,40.772
1.045,1.07,1.0547,-4.9899,-13.473,-14.661,231.85,59.488,-1.3307,4.0063,-0.25858,29.074,10.804,6.3307,4.5739,5.135,1.9698,4.504,14.038,3.7516,43.706
1.045,1.07,1.0554,-5.9756,-15.822,-16.688,276.95,93.947,-4.3071,8.2127,-1.0164,24.132,7.7499,2.0379,2.598,4.6492,1.0789,10.938,20.154,6.2577,52.046
1.045,1.07,1.0504,-5.391,-14.884,-16.277,251.01,57.572,-3.9876,11.832,-0.69345,40.605,4.935,7.9905,2.6434,5.3035,1.8239,7.9131,18.426,4.8977,51.057
1.045,1.07,1.0561,-5.7714,-16.372,-17.704,268.46,63.892,-3.0851,9.6344,-1.5093,39.455,9.6914,0.83312,1.0327,5.1035,1.657,15.386,21.209,3.3626,54.065
1.045,1.07,1.0576,-4.6773,-12.77,-13.318,218.02,50.948,-3.4652,6.8746,1.0288,25.67,4.4891,5.0084,3.8233,5.9647,2.0498,10.241,9.9621,6.9254,34.062
1.045,1.07,1.0438,-5.5103,-16.607,-17.662,256.94,43.701,-3.2636,8.0018,1.4322,37.91,13.088,11.705,3.4461,6.733,1.941,16.449,22.687,7.4992,53.839
1.045,1.07,1.0579,-4.6068,-13.033,-13.047,214.89,48.318,-1.6846,4.6192,0.47724,18.061,6.0078,8.8253,2.9234,5.8433,2.1449,16.179,13.597,3.1397,46.154
